hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70584/12,1,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,44,2.537426,606,5,2,Consensual Union,Male,Voc/Tech/Teacher,Poor,0,3,15, Fante, Other Christian,0,0,0,Ashanti
70584/13,2,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,38,6.567968,606,1,3,Separated,Male,BECE,Non poor,1,1,9, Ewe, Pentecostal/Charismatic,61.9,167.4,22.0891875,Ashanti
70584/14,1,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,50,2.659043,606,3,2,Consensual Union,Male,None,Poor,0,2,4, Asante, Traditionalist,55.35,162.4,20.98676867,Ashanti
70584/15,2,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,44,4.370077,606,6,1,Married,Male,BECE,Poor,0,1,9, Asante, Pentecostal/Charismatic,71.1,178,22.44034844,Ashanti
70585/01,2,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,32,4.711994,606,5,2,Consensual Union,Female,None,Poor,0,2,5, Asante, Other Christian,51.9,156,21.32642998,Ashanti
70585/02,3,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,34,8.454308,606,2,3,Separated,Female,BECE,Non poor,1,1,9, Asante, Pentecostal/Charismatic,57.15,150,25.4,Ashanti
70585/03,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,44,15.52098,606,1,3,Separated,Male,MSLC,Non poor,1,4,10, Asante, No religion,51.25,164,19.05487805,Ashanti
70585/04,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,42,10.74134,606,2,1,Married,Female,None,Non poor,1,2,6, Asante, Pentecostal/Charismatic,76.05,160,29.70703125,Ashanti
70585/05,4,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,62,11.2421,606,2,3,Separated,Female,None,Non poor,1,1,2, Asante, Pentecostal/Charismatic,43.25,142,21.44911724,Ashanti
70585/06,3,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,38,7.771647,606,5,1,Married,Male,BECE,Non poor,1,4,9, Asante, Pentecostal/Charismatic,51.35,156,21.10042735,Ashanti
70585/07,5,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,72,48.27705,606,1,6,Never married,Female,Voc/Tech/Teacher,Non poor,1,6,15, Asante, Catholic,70.15,170,24.2733564,Ashanti
70585/08,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,64,11.32537,606,2,5,Widowed,Female,MSLC,Non poor,1,2,10, Asante, Catholic,71.75,151.2,31.38472467,Ashanti
70585/09,4,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,21,12.37925,606,1,6,Never married,Male,BECE,Non poor,1,4,9, Asante, No religion,0,0,0,Ashanti
70585/10,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,41,16.08663,606,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Asante, Protestant,79.8,169,27.94019817,Ashanti
70585/11,4,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,36,11.59029,606,7,1,Married,Male,Tertiary,Non poor,1,3,15, Asante, Other Christian,0,0,0,Ashanti
70585/12,3,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,31,9.618904,606,4,2,Consensual Union,Male,SSS/Secondary,Non poor,1,3,12, Asante, Protestant,0,0,0,Ashanti
70585/13,5,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,28,17.10473,606,1,6,Never married,Female,Voc/Tech/Teacher,Non poor,1,3,15," Dagarte (Dagaba), Lobi , Wali (Wala)", Catholic,50,170,17.30103806,Ashanti
70585/15,4,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,26,15.85347,606,2,6,Never married,Female,BECE,Non poor,1,6,9, Asante, Pentecostal/Charismatic,84,158.5,33.43649554,Ashanti
70586/01,5,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,76,55.80508,607,1,5,Widowed,Female,None,Non poor,1,5,0, Asante, Other Christian,0,0,0,Ashanti
70586/02,3,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,26,10.3038,607,5,2,Consensual Union,Female,None,Non poor,1,6,2, Asante, Pentecostal/Charismatic,0,0,0,Ashanti
70586/03,5,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,70,33.13366,607,1,4,Divorced,Female,None,Non poor,1,5,0, Asante, Other Christian,52.3,149,23.55749741,Ashanti
70586/04,5,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,46,62.37016,607,1,1,Married,Male,SSS/Secondary,Non poor,1,3,11, Asante, Catholic,69.8,169,24.43892021,Ashanti
70586/05,5,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,62,34.40214,607,1,5,Widowed,Female,None,Non poor,1,5,5, Asante, Other Christian,56.4,141,28.36879433,Ashanti
70586/06,4,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,29,15.35166,607,4,2,Consensual Union,Male,SSS/Secondary,Non poor,1,1,13, Asante, Other Christian,0,0,0,Ashanti
70586/07,5,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,30,33.24821,607,4,2,Consensual Union,Female,Voc/Tech/Teacher,Non poor,1,5,15, Asante, Other Christian,79.4,159,31.40698548,Ashanti
70586/08,4,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,20,10.91088,607,3,3,Separated,Female,BECE,Non poor,1,6,9, Asante, Pentecostal/Charismatic,52,142,25.78853402,Ashanti
70586/09,4,Public Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,58,15.7287,607,5,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Pentecostal/Charismatic,62.8,170,21.73010381,Ashanti
70586/10,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,39,10.64881,607,4,2,Consensual Union,Male,None,Non poor,1,2,0, Asante, No religion,60.2,157,24.42289748,Ashanti
70586/11,4,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,36,14.48813,607,4,1,Married,Female,None,Non poor,1,1,0, Asante, Pentecostal/Charismatic,63.8,142,31.64054751,Ashanti
70586/12,4,Public Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,50,11.09196,607,8,1,Married,Male,MSLC,Non poor,1,3,10, Asante, Other Christian,59.6,176,19.24070248,Ashanti
70586/13,4,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,37,13.79592,607,4,2,Consensual Union,Female,None,Non poor,1,2,0, Ewe, Pentecostal/Charismatic,65.5,157,26.57308613,Ashanti
70586/14,4,Public Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,42,11.44957,607,7,1,Married,Male,BECE,Non poor,1,3,9, Asante, Pentecostal/Charismatic,66.4,177,21.1944205,Ashanti
70586/15,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,67,23.57278,607,2,1,Married,Female,None,Non poor,1,2,0, Asante, No religion,61.3,168,21.71910431,Ashanti
70587/01,4,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,95,13.69784,607,2,5,Widowed,Female,None,Non poor,1,5,0, Asante, Traditionalist,80.5,170,27.85467128,Ashanti
70587/02,5,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,28,23.16363,607,2,1,Married,Female,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Pentecostal/Charismatic,67,161,25.84776822,Ashanti
70587/03,3,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,29,8.47678,607,5,2,Consensual Union,Male,BECE,Non poor,1,4,9, Asante, Pentecostal/Charismatic,55.2,157.1,22.36591694,Ashanti
70587/04,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,53,16.63585,607,2,4,Divorced,Male,MSLC,Non poor,1,4,10, Asante, No religion,58.2,166,21.12062709,Ashanti
70587/05,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,30,7.262976,607,5,1,Married,Male,None,Non poor,1,2,6, Kusasi, Islam,50.3,163,18.93183786,Ashanti
70587/06,5,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,37,18.17585,607,3,1,Married,Male,BECE,Non poor,1,4,9, Asante, Pentecostal/Charismatic,59.25,165.1,21.73672986,Ashanti
70587/07,4,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,37,10.87601,607,5,1,Married,Female,None,Non poor,1,1,6, Asante, Other Christian,55.87,158.2,22.32367612,Ashanti
70587/08,3,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,30,10.38023,607,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Protestant,60,170,20.76124567,Ashanti
70587/09,4,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,24,14.7191,607,1,6,Never married,Male,None,Non poor,1,5,7, Asante, Pentecostal/Charismatic,54.6,163.5,20.42476784,Ashanti
70587/10,5,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,56,31.46622,607,1,1,Married,Female,None,Non poor,1,1,9, Asante, Catholic,61.45,162.5,23.27100592,Ashanti
70587/11,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,55,10.24217,607,2,4,Divorced,Female,None,Non poor,1,2,8, Asante, Pentecostal/Charismatic,44.3,160.5,17.19703807,Ashanti
70587/12,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,38,13.02471,607,3,1,Married,Female,None,Non poor,1,2,5, Asante, Other Christian,55.2,159.5,21.69789998,Ashanti
70587/13,5,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,60,23.94316,607,2,5,Widowed,Female,None,Non poor,1,1,8, Asante, Protestant,60.4,157.8,24.25620983,Ashanti
70587/14,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,65,11.50797,607,5,1,Married,Male,MSLC,Non poor,1,4,10, Asante, Catholic,56.45,164.8,20.7849762,Ashanti
70587/15,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,28,19.15145,607,1,6,Never married,Male,BECE,Non poor,1,4,9," Nankansi, Talensi & Gurense (Frafra)", Catholic,58.45,165.4,21.36552186,Ashanti
70588/01,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,55,4.222712,608,9,1,Married,Male,MSLC,Poor,0,2,10, Asante, Catholic,71,172,23.99945917,Ashanti
70588/02,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,55,2.146235,608,8,1,Married,Male,SSS/Secondary,Poor,0,2,11, Asante, Pentecostal/Charismatic,0,0,0,Ashanti
70588/03,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,42,3.251894,608,6,1,Married,Male,BECE,Poor,0,2,9, Asante, Other Christian,0,0,0,Ashanti
70588/04,1,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,80,4.191182,608,2,4,Divorced,Female,None,Poor,0,6,3, Asante, Protestant,50,155,20.81165453,Ashanti
70588/05,1,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,58,3.112743,608,8,1,Married,Male,None,Poor,0,6,5, Asante, No religion,48,155,19.97918835,Ashanti
70588/06,1,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,34,3.420104,608,6,1,Married,Male,None,Poor,0,2,6, Kusasi, Islam,0,0,0,Ashanti
70588/07,3,Public Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,36,7.774657,608,6,2,Consensual Union,Male,Voc/Tech/Teacher,Non poor,1,3,14, Asante, Catholic,72,167,25.81663021,Ashanti
70588/08,2,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,34,5.092066,608,2,2,Consensual Union,Female,None,Non poor,1,6,8, Asante, Pentecostal/Charismatic,52,165,19.10009183,Ashanti
70588/09,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,44,3.076239,608,8,1,Married,Male,MSLC,Poor,0,2,10, Asante, Other Christian,70,169,24.50894577,Ashanti
70588/10,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,34,4.581823,608,4,1,Married,Female,Voc/Tech/Teacher,Poor,0,2,15, Asante, Pentecostal/Charismatic,55,154,23.19109462,Ashanti
70588/11,1,Self-employed (non-agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,46,2.858517,608,6,3,Separated,Female,None,Poor,0,1,5, Asante, Pentecostal/Charismatic,0,0,0,Ashanti
70588/12,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,49,26.32766,608,2,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Other Christian,65,167,23.30668005,Ashanti
70588/13,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,42,3.648135,608,7,1,Married,Male,MSLC,Poor,0,2,10, Asante, Other Christian,55,164,20.44913742,Ashanti
70588/14,1,Unemployed,6,Rent-free,Rural,2. Non Pwds,1,2,Unemployed,30,2.989211,608,6,2,Consensual Union,Male,BECE,Poor,0,6,9, Asante, Pentecostal/Charismatic,58,160,22.65625,Ashanti
70588/15,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,55,13.52323,608,2,4,Divorced,Female,None,Non poor,1,2,5, Asante, Pentecostal/Charismatic,56,163,21.07719523,Ashanti
70589/01,2,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,39,6.504578,609,6,2,Consensual Union,Male,BECE,Non poor,1,2,9, Asante, Other Christian,66.8,173.6,22.16547389,Ashanti
70589/03,4,Other Inactive,6,Rent-free,Rural,2. Non Pwds,1,3,Not in labor force,52,15.05916,609,1,4,Divorced,Male,None,Non poor,1,5,7, Asante, Catholic,47.2,158,18.90722641,Ashanti
70589/04,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,65,15.07516,609,1,5,Widowed,Male,None,Non poor,1,2,4, Asante, Protestant,58.55,167.2,20.94374556,Ashanti
70589/05,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,30,11.61725,609,4,2,Consensual Union,Male,BECE,Non poor,1,2,9," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,65.85,171.2,22.46716416,Ashanti
70589/06,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,40,9.595778,609,5,2,Consensual Union,Male,None,Non poor,1,2,6," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Other Christian,55.25,163,20.79491136,Ashanti
70589/08,4,Self-employed (non-agric),6,Rent-free,Rural,1. PWD,0,1,Employed,27,13.29394,609,2,3,Separated,Female,None,Non poor,1,1,2, Asante, Pentecostal/Charismatic,76.05,164.2,28.20674113,Ashanti
70589/09,5,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,25,16.26195,609,1,6,Never married,Male,SSS/Secondary,Non poor,1,4,12, Akyem, Pentecostal/Charismatic,60.3,172.2,20.33532033,Ashanti
70589/10,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,51,10.82084,609,3,5,Widowed,Female,None,Non poor,1,2,9, Asante, Protestant,46.1,175.2,15.01871312,Ashanti
70589/11,3,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,85,10.34573,609,1,5,Widowed,Female,None,Non poor,1,5,0, Asante, Other Christian,46.75,153,19.97095134,Ashanti
70589/13,5,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,18,18.99292,609,1,6,Never married,Male,BECE,Non poor,1,4,9, Asante, Other Christian,57.55,155.4,23.83105665,Ashanti
70589/14,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,87,14.37883,609,1,5,Widowed,Female,None,Non poor,1,2,0, Asante, No religion,44.2,155.2,18.35011691,Ashanti
70589/15,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,63,16.30541,609,6,1,Married,Female,None,Non poor,1,2,2, Bimoba, Islam,0,0,0,Ashanti
70590/01,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,50,7.825516,609,8,1,Married,Male,None,Non poor,1,2,4, Asante, No religion,62,169,21.70792339,Ashanti
70590/02,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,45,8.225649,609,5,4,Divorced,Female,None,Non poor,1,2,5, Asante, Pentecostal/Charismatic,54.8,164,20.37477692,Ashanti
70590/03,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,57,8.820264,609,5,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Pentecostal/Charismatic,64.75,170,22.40484429,Ashanti
70590/04,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,31,8.91207,609,4,5,Widowed,Female,None,Non poor,1,2,4, Asante, Pentecostal/Charismatic,45.55,157,18.4794515,Ashanti
70590/05,5,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,56,23.5416,609,2,5,Widowed,Female,None,Non poor,1,2,0, Asante, Catholic,58.4,166,21.19320656,Ashanti
70590/06,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,37,7.667562,609,6,2,Consensual Union,Female,None,Non poor,1,2,6, Asante, Protestant,60.15,148,27.46073776,Ashanti
70590/07,4,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,84,15.37741,609,2,1,Married,Male,MSLC,Non poor,1,2,10, Boron (Brong) (including Banda), Catholic,51.35,160,20.05859375,Ashanti
70590/08,5,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,78,30.03324,609,1,5,Widowed,Female,None,Non poor,1,2,0, Asante, Other Christian,50.59,156,20.78813281,Ashanti
70590/09,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,31,7.757033,609,6,2,Consensual Union,Female,BECE,Non poor,1,2,9, Asante, Pentecostal/Charismatic,75.35,165,27.67676768,Ashanti
70590/10,4,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,70,10.43223,609,6,1,Married,Male,None,Non poor,1,2,2, Asante, Protestant,59.55,166,21.61053854,Ashanti
70590/11,5,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,70,20.14898,609,2,1,Married,Male,None,Non poor,1,2,0, Asante, Protestant,44.55,163,16.76766156,Ashanti
70590/12,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,65,5.811727,609,12,5,Widowed,Female,None,Non poor,1,2,5, Asante, Other Christian,60.25,156,24.75756082,Ashanti
70590/13,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,46,5.560875,609,10,1,Married,Male,MSLC,Non poor,1,2,10, Asante, Pentecostal/Charismatic,62.85,176,20.28990186,Ashanti
70590/14,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,28,9.606321,609,6,6,Never married,Male,BECE,Non poor,1,2,9, Asante, Pentecostal/Charismatic,57.2,162,21.79545801,Ashanti
70590/15,5,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,26,24.27882,609,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Other Christian,55.9,168,19.805839,Ashanti
70591/01,1,Self-employed (non-agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,31,3.355009,609,7,1,Married,Female,None,Poor,0,1,0, Asante, Protestant,59.8,158,23.95449447,Ashanti
70591/03,3,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,29,9.661634,609,3,6,Never married,Female,None,Non poor,1,2,4, Asante, Pentecostal/Charismatic,66.55,161.5,25.51543674,Ashanti
70591/04,5,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,42,19.14569,609,2,4,Divorced,Male,None,Non poor,1,1,0, Asante, No religion,71.2,175.2,23.19593003,Ashanti
70591/06,5,Public Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,27,26.17743,609,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Other Christian,59.85,172.5,20.11342155,Ashanti
70591/07,2,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,31,4.894852,609,5,4,Divorced,Female,None,Non poor,1,2,4, Asante, Pentecostal/Charismatic,48.4,167.2,17.31301939,Ashanti
70591/08,3,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,44,8.754926,609,3,1,Married,Male,None,Non poor,1,2,0, Kusasi, Islam,70.06,173.2,23.35470348,Ashanti
70591/09,1,Self-employed (agric),6,Rent-free,Rural,2. Non Pwds,1,1,Employed,50,3.499468,609,5,1,Married,Male,None,Poor,0,2,0, Dagomba, No religion,60.08,173,20.07417555,Ashanti
70591/11,1,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,54,2.467824,609,5,1,Married,Male,MSLC,Poor,0,2,10, Asante, Protestant,61,169.15,21.31993277,Ashanti
70591/14,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,26,5.679703,609,1,6,Never married,Male,BECE,Non poor,1,2,9, Asante, No religion,57.85,169.3,20.1831732,Ashanti
70592/01,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,59,12.29629,609,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Asante, Protestant,59.6,162.5,22.5704142,Ashanti
70592/03,4,Private Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,33,10.70027,609,4,1,Married,Male,BECE,Non poor,1,4,9, Asante, Other Christian,60.5,159.8,23.69200549,Ashanti
70592/04,3,Public Employee,6,Owning,Rural,2. Non Pwds,1,1,Employed,49,9.530643,609,2,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Asante, Protestant,0,0,0,Ashanti
70592/05,5,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,59,21.51569,609,1,3,Separated,Female,MSLC,Non poor,1,1,10, Asante, Other Christian,56.45,157.5,22.7563618,Ashanti
70592/06,4,Unemployed,6,Owning,Rural,2. Non Pwds,1,2,Unemployed,22,15.87748,609,1,6,Never married,Female,None,Non poor,1,6,8, Asante, Pentecostal/Charismatic,67.85,163.5,25.3813278,Ashanti
70592/08,2,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,70,7.009423,609,3,4,Divorced,Female,MSLC,Non poor,1,1,10, Asante, Other Christian,56,152.6,24.04799981,Ashanti
70592/09,2,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,43,6.28672,609,6,1,Married,Female,None,Non poor,1,2,8, Asante, Other Christian,61.5,164.5,22.72706276,Ashanti
70592/10,2,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,37,6.262,609,5,1,Married,Male,None,Non poor,1,4,8, Asante, Other Christian,71.15,168.7,25.00027231,Ashanti
70592/12,4,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,34,14.42898,609,1,4,Divorced,Male,BECE,Non poor,1,5,9, Asante, Pentecostal/Charismatic,56.95,162,21.70019814,Ashanti
70592/14,1,Private Employee,6,Rent-free,Rural,2. Non Pwds,1,1,Employed,63,3.275526,609,5,4,Divorced,Female,None,Poor,0,4,0, Asante, Islam,52.18,159.8,20.43386524,Ashanti
70593/01,5,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,32,41.3755,611,1,1,Married,Male,None,Non poor,1,4,2,, Islam,73.1,170.5,25.14598258,Ashanti
70593/02,5,Private Employee,6,Renting,Rural,2. Non Pwds,1,1,Employed,35,31.72239,611,1,6,Never married,Male,BECE,Non poor,1,4,9, Akyem, No religion,69.6,167,24.95607587,Ashanti
70593/03,3,Self-employed (agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,45,7.49107,611,7,1,Married,Male,None,Non poor,1,2,0, Asante, Protestant,56.95,162.1,21.67343256,Ashanti
70593/04,3,Other Inactive,6,Owning,Rural,2. Non Pwds,1,3,Not in labor force,43,9.301499,611,5,3,Separated,Female,None,Non poor,1,5,7, Asante, Other Christian,67.3,166.3,24.33495603,Ashanti
70593/05,4,Self-employed (non-agric),6,Owning,Rural,2. Non Pwds,1,1,Employed,37,11.92601,611,5,1,Married,Female,BECE,Non poor,1,1,9, Asante, Other Christian,69.1,165,25.38108356,Ashanti
70593/06,2,Self-employed (agric),6,Renting,Rural,2. Non Pwds,1,1,Employed,40,6.858057,611,6,1,Married,Male,None,Non poor,1,2,0," Dangme (Ada, Shai, Krobo, Osudoku,Ningo)", Pentecostal/Charismatic,62.85,167.3,22.45501762,Ashanti
